Fecha de registro;numero_radicado;nit_proveedor;nombre_proveedor;moneda;fecha_factura;numero_factura;pedido;valor_total;estado_factura;categoria;tipo_factura;responsable
13/12/2024;NT00174;NIT0000000051;Mondelez;COP;13/02/2022;FAC-3;PED-4191;$ 13.800.000;Pendiente;Alimentación;Fisica;Responsable 3
18/12/2024;NT00175;NIT0000000052;KPMG;COP;21/09/2022;FAC-3;PED-4192;$ 30.000.000;Pendiente;Servicios;Fisica;Responsable 3
20/10/2024;NT00176;NIT0000000053;Cisco;COP;1/11/2022;FAC-3;PED-4193;$ 35.000.000;Pendiente;Tecnologia;Fisica;Responsable 3
8/03/2022;NT00177;NIT0000000056;Burger King;COP;23/04/2022;FAC-3;PED-4196;$ 90.000.000;Pendiente;Consultoría;Fisica;Responsable 3
27/12/2023;NT00178;NIT0000000057;KFC;COP;29/09/2024;FAC-3;PED-4197;$ 38.000.000;Pendiente;Consultoría;Fisica;Responsable 3
5/03/2024;NT00179;NIT0000000058;Capgemini;COP;20/06/2024;FAC-3;PED-4198;$ 80.000.000;Pendiente;Servicios;Fisica;Responsable 3
2/07/2022;NT00180;NIT0000000059;Amazon;COP;18/01/2025;FAC-3;PED-4199;$ 22.000.000;Pendiente;Tecnologia;Fisica;Responsable 3
24/02/2022;NT00181;NIT0000000060;Tostao;COP;3/04/2024;FAC-3;PED-4200;$ 3.800.000;Pendiente;Consultoría;Fisica;Responsable 3
22/03/2023;NT00182;NIT0000000061;McDonald's;COP;12/06/2022;FAC-3;PED-4201;$ 120.000.000;Pendiente;Consultoría;Fisica;Responsable 3
5/04/2022;NT00183;NIT0000000062;Bain;COP;28/12/2024;FAC-3;PED-4202;$ 180.000.000;Pendiente;Servicios;Fisica;Responsable 3
11/07/2024;NT00184;NIT0000000063;Procter & Gamble;COP;16/05/2024;FAC-3;PED-4203;$ 14.400.000;Pendiente;Alimentación;Fisica;Responsable 3
26/01/2023;NT00185;NIT0000000064;Securitas;COP;20/02/2024;FAC-3;PED-4204;$ 8.700.000;Pendiente;Servicios Públicos;Fisica;Responsable 3
2/10/2022;NT00186;NIT0000000065;Crepes & Waffles;COP;2/02/2024;FAC-3;PED-4205;$ 7.500.000;Pendiente;Consultoría;Fisica;Responsable 3
27/01/2022;NT00187;NIT0000000066;SAP;COP;30/09/2023;FAC-3;PED-4206;$ 120.000.000;Pendiente;Tecnologia;Fisica;Responsable 3
20/09/2024;NT00188;NIT0000000067;Mitie;COP;12/11/2022;FAC-3;PED-4207;$ 7.500.000;Pendiente;Servicios Públicos;Fisica;Responsable 3
17/10/2023;NT00189;NIT0000000068;EY;COP;14/10/2022;FAC-3;PED-4208;$ 35.000.000;Pendiente;Servicios;Fisica;Responsable 3
4/08/2023;NT00190;NIT0000000069;BCG;COP;4/07/2023;FAC-3;PED-4209;$ 100.000.000;Pendiente;Servicios;Fisica;Responsable 3
22/10/2025;NT00191;NIT0000000070;Google;COP;28/04/2022;FAC-3;PED-4210;$ 15.000.000;Pendiente;Tecnologia;Fisica;Responsable 3
16/01/2025;NT00192;NIT0000000001;ABM;COP;7/07/2022;FAC-4;PED-4211;$ 6.200.000;Pagada;Servicios Públicos;Electronica;Responsable 4
1/08/2025;NT00193;NIT0000000002;Subway;COP;24/03/2024;FAC-4;PED-4212;$ 18.000.000;Pagada;Consultoría;Electronica;Responsable 4
22/03/2023;NT00194;NIT0000000003;Sodexo;COP;12/07/2024;FAC-4;PED-4213;$ 11.000.000;Pagada;Servicios Públicos;Electronica;Responsable 4
25/08/2023;NT00195;NIT0000000005;ISS;COP;30/06/2022;FAC-4;PED-4215;$ 9.800.000;Pagada;Servicios Públicos;Electronica;Responsable 4
20/07/2025;NT00196;NIT0000000006;Rentokil;COP;9/02/2023;FAC-4;PED-4216;$ 1.200.000;Pagada;Servicios Públicos;Electronica;Responsable 4
9/12/2024;NT00197;NIT0000000008;IBM;COP;2/07/2022;FAC-4;PED-4218;$ 75.000.000;Pagada;Tecnologia;Electronica;Responsable 4
30/05/2022;NT00198;NIT0000000009;Oma;COP;16/08/2022;FAC-4;PED-4219;$ 3.200.000;Pagada;Consultoría;Electronica;Responsable 4
11/07/2025;NT00199;NIT0000000010;Deloitte;COP;15/09/2024;FAC-4;PED-4220;$ 40.000.000;Pagada;Servicios;Electronica;Responsable 4
30/06/2022;NT00200;NIT0000000011;Apple;COP;14/04/2023;FAC-4;PED-4221;$ 45.000.000;Pagada;Tecnologia;Electronica;Responsable 4
25/10/2023;NT00201;NIT0000000012;Intel;COP;26/07/2022;FAC-4;PED-4222;$ 32.000.000;Pagada;Tecnologia;Electronica;Responsable 4
11/07/2025;NT00202;NIT0000000013;General Mills;COP;12/04/2025;FAC-4;PED-4223;$ 13.000.000;Pagada;Alimentación;Electronica;Responsable 4
13/07/2024;NT00203;NIT0000000014;Unilever;COP;26/02/2025;FAC-4;PED-4224;$ 16.400.000;Pagada;Alimentación;Electronica;Responsable 4
22/10/2023;NT00204;NIT0000000015;Dunkin Donuts;COP;25/08/2023;FAC-4;PED-4225;$ 70.000.000;Pagada;Consultoría;Electronica;Responsable 4
24/07/2024;NT00205;NIT0000000017;Aramark;COP;14/09/2025;FAC-4;PED-4227;$ 12.000.000;Pagada;Servicios Públicos;Electronica;Responsable 4
16/02/2024;NT00206;NIT0000000018;E.ON;COP;10/07/2024;FAC-4;PED-4228;$ 18.000.000;Pagada;Energía;Electronica;Responsable 4
29/12/2022;NT00207;NIT0000000020;Iberdrola;COP;8/12/2024;FAC-4;PED-4230;$ 17.500.000;Pagada;Energía;Electronica;Responsable 4
25/08/2025;NT00208;NIT0000000021;Engie;COP;31/07/2024;FAC-4;PED-4231;$ 22.000.000;Pagada;Energía;Electronica;Responsable 4
27/06/2025;NT00209;NIT0000000023;TCS;COP;25/12/2023;FAC-4;PED-4233;$ 120.000.000;Pagada;Servicios;Electronica;Responsable 4
18/06/2024;NT00210;NIT0000000024;PepsiCo;COP;3/06/2022;FAC-4;PED-4234;$ 14.000.000;Pagada;Alimentación;Electronica;Responsable 4
9/01/2025;NT00211;NIT0000000025;PwC;COP;5/12/2022;FAC-4;PED-4235;$ 28.000.000;Pagada;Servicios;Electronica;Responsable 4
28/12/2022;NT00212;NIT0000000027;Duke Energy;COP;5/07/2025;FAC-4;PED-4237;$ 21.500.000;Pagada;Energía;Electronica;Responsable 4
21/10/2025;NT00213;NIT0000000028;McKinsey;COP;18/09/2024;FAC-4;PED-4238;$ 150.000.000;Pagada;Servicios;Electronica;Responsable 4
18/09/2022;NT00214;NIT0000000029;Danone;COP;21/09/2022;FAC-4;PED-4239;$ 11.600.000;Pagada;Alimentación;Electronica;Responsable 4
19/06/2025;NT00215;NIT0000000030;Facebook;COP;6/11/2022;FAC-4;PED-4240;$ 5.000.000;Pagada;Tecnologia;Electronica;Responsable 4
18/04/2023;NT00216;NIT0000000031;Microsoft;COP;22/06/2025;FAC-4;PED-4241;$ 54.000.000;Pagada;Tecnologia;Electronica;Responsable 4
13/07/2024;NT00217;NIT0000000032;Enel;COP;17/07/2023;FAC-4;PED-4242;$ 20.000.000;Pagada;Energía;Electronica;Responsable 4
6/09/2022;NT00218;NIT0000000033;Coca-Cola;COP;24/05/2023;FAC-4;PED-4243;$ 18.000.000;Pagada;Alimentación;Electronica;Responsable 4
25/05/2025;NT00219;NIT0000000035;Kellogg;COP;21/08/2025;FAC-4;PED-4245;$ 12.600.000;Pagada;Alimentación;Electronica;Responsable 4
18/03/2025;NT00220;NIT0000000036;Southern Company;COP;14/06/2022;FAC-4;PED-4246;$ 19.800.000;Pagada;Energía;Electronica;Responsable 4
20/01/2024;NT00221;NIT0000000037;Kraft Heinz;COP;20/09/2024;FAC-4;PED-4247;$ 9.000.000;Pagada;Alimentación;Electronica;Responsable 4
8/09/2025;NT00222;NIT0000000038;G4S;COP;11/01/2025;FAC-4;PED-4248;$ 8.500.000;Pagada;Servicios Públicos;Electronica;Responsable 4
12/12/2022;NT00223;NIT0000000040;RWE;COP;8/11/2023;FAC-4;PED-4250;$ 19.000.000;Pagada;Energía;Electronica;Responsable 4
25/02/2024;NT00224;NIT0000000041;Juan Valdez;COP;1/11/2025;FAC-4;PED-4251;$ 4.200.000;Pagada;Consultoría;Electronica;Responsable 4
5/10/2022;NT00225;NIT0000000042;Compass Group;COP;3/10/2022;FAC-4;PED-4252;$ 10.500.000;Pagada;Servicios Públicos;Electronica;Responsable 4
21/07/2023;NT00226;NIT0000000043;Serco;COP;27/05/2022;FAC-4;PED-4253;$ 9.000.000;Pagada;Servicios Públicos;Electronica;Responsable 4
6/08/2025;NT00227;NIT0000000045;NextEra Energy;COP;21/03/2024;FAC-4;PED-4255;$ 23.000.000;Pagada;Energía;Electronica;Responsable 4
3/06/2023;NT00228;NIT0000000046;Exelon;COP;5/01/2022;FAC-4;PED-4256;$ 37.400.000;Pagada;Energía;Electronica;Responsable 4
16/05/2022;NT00229;NIT0000000047;EDF;COP;12/07/2023;FAC-4;PED-4257;$ 38.400.000;Pagada;Energía;Electronica;Responsable 4
9/09/2024;NT00230;NIT0000000048;Oracle;COP;11/09/2023;FAC-4;PED-4258;$ 120.000.000;Pagada;Tecnologia;Electronica;Responsable 4
16/06/2022;NT00231;NIT0000000049;Starbucks;COP;23/08/2024;FAC-4;PED-4259;$ 11.000.000;Pagada;Consultoría;Electronica;Responsable 4
5/07/2022;NT00232;NIT0000000050;Accenture;COP;14/12/2023;FAC-4;PED-4260;$ 95.000.000;Pagada;Servicios;Electronica;Responsable 4
9/09/2022;NT00233;NIT0000000051;Mondelez;COP;16/11/2023;FAC-4;PED-4261;$ 13.800.000;Pagada;Alimentación;Electronica;Responsable 4
9/07/2022;NT00234;NIT0000000052;KPMG;COP;28/12/2025;FAC-4;PED-4262;$ 30.000.000;Pagada;Servicios;Electronica;Responsable 4
12/10/2024;NT00235;NIT0000000053;Cisco;COP;30/10/2023;FAC-4;PED-4263;$ 35.000.000;Pagada;Tecnologia;Electronica;Responsable 4
1/07/2022;NT00236;NIT0000000056;Burger King;COP;21/06/2022;FAC-4;PED-4266;$ 45.000.000;Pagada;Consultoría;Electronica;Responsable 4
30/06/2025;NT00237;NIT0000000057;KFC;COP;30/01/2023;FAC-4;PED-4267;$ 76.000.000;Pagada;Consultoría;Electronica;Responsable 4
20/07/2024;NT00238;NIT0000000058;Capgemini;COP;16/08/2023;FAC-4;PED-4268;$ 80.000.000;Pagada;Servicios;Electronica;Responsable 4
17/03/2023;NT00239;NIT0000000059;Amazon;COP;13/04/2024;FAC-4;PED-4269;$ 22.000.000;Pagada;Tecnologia;Electronica;Responsable 4
7/10/2024;NT00240;NIT0000000060;Tostao;COP;28/04/2022;FAC-4;PED-4270;$ 3.800.000;Pagada;Consultoría;Electronica;Responsable 4
19/04/2025;NT00241;NIT0000000061;McDonald's;COP;28/12/2025;FAC-4;PED-4271;$ 120.000.000;Pagada;Consultoría;Electronica;Responsable 4
31/05/2022;NT00242;NIT0000000062;Bain;COP;6/08/2024;FAC-4;PED-4272;$ 140.000.000;Pagada;Servicios;Electronica;Responsable 4
5/10/2022;NT00243;NIT0000000063;Procter & Gamble;COP;25/11/2025;FAC-4;PED-4273;$ 14.400.000;Pagada;Alimentación;Electronica;Responsable 4
11/06/2023;NT00244;NIT0000000064;Securitas;COP;28/02/2025;FAC-4;PED-4274;$ 8.700.000;Pagada;Servicios Públicos;Electronica;Responsable 4
27/12/2022;NT00245;NIT0000000065;Crepes & Waffles;COP;5/01/2023;FAC-4;PED-4275;$ 7.500.000;Pagada;Consultoría;Electronica;Responsable 4
7/09/2023;NT00246;NIT0000000066;SAP;COP;7/05/2023;FAC-4;PED-4276;$ 120.000.000;Pagada;Tecnologia;Electronica;Responsable 4
2/11/2025;NT00247;NIT0000000067;Mitie;COP;21/04/2024;FAC-4;PED-4277;$ 7.500.000;Pagada;Servicios Públicos;Electronica;Responsable 4
18/07/2022;NT00248;NIT0000000068;EY;COP;3/04/2025;FAC-4;PED-4278;$ 35.000.000;Pagada;Servicios;Electronica;Responsable 4
7/09/2024;NT00249;NIT0000000069;BCG;COP;28/09/2022;FAC-4;PED-4279;$ 290.000.000;Pagada;Servicios;Electronica;Responsable 4
18/05/2025;NT00250;NIT0000000070;Google;COP;18/10/2024;FAC-4;PED-4280;$ 15.000.000;Pagada;Tecnologia;Electronica;Responsable 4
7/08/2024;NT00251;NIT0000000001;ABM;COP;9/04/2025;FAC-5;PED-4281;$ 6.200.000;Pendiente;Servicios Públicos;Fisica;Responsable 5
3/03/2022;NT00252;NIT0000000002;Subway;COP;18/09/2024;FAC-5;PED-4282;$ 18.000.000;Pendiente;Consultoría;Fisica;Responsable 5
5/06/2022;NT00253;NIT0000000003;Sodexo;COP;2/12/2022;FAC-5;PED-4283;$ 33.000.000;Pendiente;Servicios Públicos;Fisica;Responsable 5
20/08/2022;NT00254;NIT0000000005;ISS;COP;26/05/2025;FAC-5;PED-4285;$ 9.800.000;Pendiente;Servicios Públicos;Fisica;Responsable 5
7/02/2024;NT00255;NIT0000000006;Rentokil;COP;18/02/2025;FAC-5;PED-4286;$ 1.200.000;Pendiente;Servicios Públicos;Fisica;Responsable 5
23/02/2025;NT00256;NIT0000000008;IBM;COP;2/08/2025;FAC-5;PED-4288;$ 75.000.000;Pendiente;Tecnologia;Fisica;Responsable 5
17/10/2025;NT00257;NIT0000000009;Oma;COP;15/01/2024;FAC-5;PED-4289;$ 3.200.000;Pendiente;Consultoría;Fisica;Responsable 5
25/05/2025;NT00258;NIT0000000010;Deloitte;COP;14/11/2024;FAC-5;PED-4290;$ 40.000.000;Pendiente;Servicios;Fisica;Responsable 5
23/03/2024;NT00259;NIT0000000011;Apple;COP;19/03/2025;FAC-5;PED-4291;$ 45.000.000;Pendiente;Tecnologia;Fisica;Responsable 5
10/11/2024;NT00260;NIT0000000012;Intel;COP;19/10/2023;FAC-5;PED-4292;$ 32.000.000;Pendiente;Tecnologia;Fisica;Responsable 5
28/04/2024;NT00261;NIT0000000013;General Mills;COP;22/04/2022;FAC-5;PED-4293;$ 13.000.000;Pendiente;Alimentación;Fisica;Responsable 5
21/06/2024;NT00262;NIT0000000014;Unilever;COP;6/06/2023;FAC-5;PED-4294;$ 16.400.000;Pendiente;Alimentación;Fisica;Responsable 5
26/12/2023;NT00263;NIT0000000015;Dunkin Donuts;COP;13/03/2022;FAC-5;PED-4295;$ 70.000.000;Pendiente;Consultoría;Fisica;Responsable 5
14/09/2023;NT00264;NIT0000000017;Aramark;COP;12/01/2024;FAC-5;PED-4297;$ 12.000.000;Pendiente;Servicios Públicos;Fisica;Responsable 5
22/05/2022;NT00265;NIT0000000018;E.ON;COP;20/06/2023;FAC-5;PED-4298;$ 36.000.000;Pendiente;Energía;Fisica;Responsable 5
11/06/2025;NT00266;NIT0000000020;Iberdrola;COP;15/01/2023;FAC-5;PED-4300;$ 35.000.000;Pendiente;Energía;Fisica;Responsable 5
19/03/2023;NT00267;NIT0000000021;Engie;COP;8/12/2025;FAC-5;PED-4301;$ 22.000.000;Pendiente;Energía;Fisica;Responsable 5
9/02/2025;NT00268;NIT0000000023;TCS;COP;16/08/2022;FAC-5;PED-4303;$ 120.000.000;Pendiente;Servicios;Fisica;Responsable 5
20/01/2022;NT00269;NIT0000000024;PepsiCo;COP;11/02/2024;FAC-5;PED-4304;$ 14.000.000;Pendiente;Alimentación;Fisica;Responsable 5
27/09/2023;NT00270;NIT0000000025;PwC;COP;9/04/2023;FAC-5;PED-4305;$ 28.000.000;Pendiente;Servicios;Fisica;Responsable 5
1/11/2022;NT00271;NIT0000000027;Duke Energy;COP;29/10/2025;FAC-5;PED-4307;$ 21.500.000;Pendiente;Energía;Fisica;Responsable 5
7/04/2025;NT00272;NIT0000000028;McKinsey;COP;29/08/2025;FAC-5;PED-4308;$ 150.000.000;Pendiente;Servicios;Fisica;Responsable 5
22/05/2025;NT00273;NIT0000000029;Danone;COP;21/12/2022;FAC-5;PED-4309;$ 11.600.000;Pendiente;Alimentación;Fisica;Responsable 5
7/03/2023;NT00274;NIT0000000030;Facebook;COP;24/08/2024;FAC-5;PED-4310;$ 5.000.000;Pendiente;Tecnologia;Fisica;Responsable 5
24/01/2025;NT00275;NIT0000000031;Microsoft;COP;13/03/2024;FAC-5;PED-4311;$ 54.000.000;Pendiente;Tecnologia;Fisica;Responsable 5
7/08/2023;NT00276;NIT0000000032;Enel;COP;24/06/2024;FAC-5;PED-4312;$ 20.000.000;Pendiente;Energía;Fisica;Responsable 5
11/02/2022;NT00277;NIT0000000033;Coca-Cola;COP;3/06/2024;FAC-5;PED-4313;$ 9.000.000;Pendiente;Alimentación;Fisica;Responsable 5
29/08/2024;NT00278;NIT0000000035;Kellogg;COP;14/09/2022;FAC-5;PED-4315;$ 6.300.000;Pendiente;Alimentación;Fisica;Responsable 5
24/05/2023;NT00279;NIT0000000036;Southern Company;COP;31/05/2022;FAC-5;PED-4316;$ 39.600.000;Pendiente;Energía;Fisica;Responsable 5
6/02/2025;NT00280;NIT0000000037;Kraft Heinz;COP;19/11/2024;FAC-5;PED-4317;$ 4.500.000;Pendiente;Alimentación;Fisica;Responsable 5
27/06/2025;NT00281;NIT0000000038;G4S;COP;27/05/2025;FAC-5;PED-4318;$ 8.500.000;Pendiente;Servicios Públicos;Fisica;Responsable 5
4/05/2022;NT00282;NIT0000000040;RWE;COP;16/04/2025;FAC-5;PED-4320;$ 19.000.000;Pendiente;Energía;Fisica;Responsable 5
23/12/2025;NT00283;NIT0000000041;Juan Valdez;COP;5/08/2023;FAC-5;PED-4321;$ 4.200.000;Pendiente;Consultoría;Fisica;Responsable 5
16/07/2022;NT00284;NIT0000000042;Compass Group;COP;5/07/2023;FAC-5;PED-4322;$ 10.500.000;Pendiente;Servicios Públicos;Fisica;Responsable 5
24/02/2022;NT00285;NIT0000000043;Serco;COP;23/12/2025;FAC-5;PED-4323;$ 9.000.000;Pendiente;Servicios Públicos;Fisica;Responsable 5
18/02/2023;NT00286;NIT0000000045;NextEra Energy;COP;28/03/2025;FAC-5;PED-4325;$ 23.000.000;Pendiente;Energía;Fisica;Responsable 5
30/07/2022;NT00287;NIT0000000046;Exelon;COP;28/01/2024;FAC-5;PED-4326;$ 18.700.000;Pendiente;Energía;Fisica;Responsable 5
20/03/2025;NT00288;NIT0000000047;EDF;COP;6/03/2024;FAC-5;PED-4327;$ 19.200.000;Pendiente;Energía;Fisica;Responsable 5
6/11/2023;NT00289;NIT0000000048;Oracle;COP;12/03/2022;FAC-5;PED-4328;$ 120.000.000;Pendiente;Tecnologia;Fisica;Responsable 5
16/04/2023;NT00290;NIT0000000049;Starbucks;COP;21/09/2023;FAC-5;PED-4329;$ 11.000.000;Pendiente;Consultoría;Fisica;Responsable 5
17/10/2023;NT00291;NIT0000000050;Accenture;COP;19/08/2025;FAC-5;PED-4330;$ 95.000.000;Pendiente;Servicios;Fisica;Responsable 5
11/10/2025;NT00292;NIT0000000051;Mondelez;COP;7/02/2024;FAC-5;PED-4331;$ 6.900.000;Pendiente;Alimentación;Fisica;Responsable 5
22/10/2022;NT00293;NIT0000000052;KPMG;COP;20/07/2025;FAC-5;PED-4332;$ 30.000.000;Pendiente;Servicios;Fisica;Responsable 5
9/03/2022;NT00294;NIT0000000053;Cisco;COP;4/04/2023;FAC-5;PED-4333;$ 35.000.000;Pendiente;Tecnologia;Fisica;Responsable 5
15/06/2024;NT00295;NIT0000000056;Burger King;COP;4/09/2022;FAC-5;PED-4336;$ 45.000.000;Pendiente;Consultoría;Fisica;Responsable 5
20/01/2025;NT00296;NIT0000000057;KFC;COP;3/09/2022;FAC-5;PED-4337;$ 76.000.000;Pendiente;Consultoría;Fisica;Responsable 5
26/08/2025;NT00297;NIT0000000058;Capgemini;COP;30/04/2025;FAC-5;PED-4338;$ 80.000.000;Pendiente;Servicios;Fisica;Responsable 5
4/01/2023;NT00298;NIT0000000059;Amazon;COP;23/01/2025;FAC-5;PED-4339;$ 22.000.000;Pendiente;Tecnologia;Fisica;Responsable 5
15/11/2024;NT00299;NIT0000000060;Tostao;COP;12/03/2023;FAC-5;PED-4340;$ 3.800.000;Pendiente;Consultoría;Fisica;Responsable 5
31/10/2022;NT00300;NIT0000000061;McDonald's;COP;9/10/2023;FAC-5;PED-4341;$ 120.000.000;Pendiente;Consultoría;Fisica;Responsable 5
15/12/2022;NT00301;NIT0000000062;Bain;COP;8/12/2023;FAC-5;PED-4342;$ 140.000.000;Pendiente;Servicios;Fisica;Responsable 5
15/01/2023;NT00302;NIT0000000063;Procter & Gamble;COP;9/01/2023;FAC-5;PED-4343;$ 7.200.000;Pendiente;Alimentación;Fisica;Responsable 5
8/04/2025;NT00303;NIT0000000064;Securitas;COP;18/02/2025;FAC-5;PED-4344;$ 8.700.000;Pendiente;Servicios Públicos;Fisica;Responsable 5
9/12/2024;NT00304;NIT0000000065;Crepes & Waffles;COP;13/02/2025;FAC-5;PED-4345;$ 7.500.000;Pendiente;Consultoría;Fisica;Responsable 5
6/11/2025;NT00305;NIT0000000066;SAP;COP;18/12/2024;FAC-5;PED-4346;$ 120.000.000;Pendiente;Tecnologia;Fisica;Responsable 5
5/01/2022;NT00306;NIT0000000067;Mitie;COP;5/05/2022;FAC-5;PED-4347;$ 7.500.000;Pendiente;Servicios Públicos;Fisica;Responsable 5
26/04/2023;NT00307;NIT0000000068;EY;COP;9/02/2022;FAC-5;PED-4348;$ 35.000.000;Pendiente;Servicios;Fisica;Responsable 5
15/03/2022;NT00308;NIT0000000069;BCG;COP;1/03/2024;FAC-5;PED-4349;$ 145.000.000;Pendiente;Servicios;Fisica;Responsable 5
26/01/2024;NT00309;NIT0000000070;Google;COP;9/03/2024;FAC-5;PED-4350;$ 15.000.000;Pendiente;Tecnologia;Fisica;Responsable 5
18/03/2023;NT00310;NIT0000000001;ABM;COP;18/02/2022;FAC-6;PED-4351;$ 6.200.000;Pagada;Servicios Públicos;Electronica;Responsable 6
24/05/2024;NT00311;NIT0000000002;Subway;COP;4/08/2023;FAC-6;PED-4352;$ 18.000.000;Pagada;Consultoría;Electronica;Responsable 6
15/02/2024;NT00312;NIT0000000003;Sodexo;COP;23/04/2024;FAC-6;PED-4353;$ 11.000.000;Pagada;Servicios Públicos;Electronica;Responsable 6
18/06/2023;NT00313;NIT0000000005;ISS;COP;21/07/2024;FAC-6;PED-4355;$ 9.800.000;Pagada;Servicios Públicos;Electronica;Responsable 6
8/05/2023;NT00314;NIT0000000006;Rentokil;COP;15/06/2025;FAC-6;PED-4356;$ 1.200.000;Pagada;Servicios Públicos;Electronica;Responsable 6
12/02/2023;NT00315;NIT0000000008;IBM;COP;1/07/2022;FAC-6;PED-4358;$ 75.000.000;Pagada;Tecnologia;Electronica;Responsable 6
27/09/2023;NT00316;NIT0000000009;Oma;COP;9/05/2022;FAC-6;PED-4359;$ 3.200.000;Pagada;Consultoría;Electronica;Responsable 6
18/10/2024;NT00317;NIT0000000010;Deloitte;COP;30/06/2025;FAC-6;PED-4360;$ 40.000.000;Pagada;Servicios;Electronica;Responsable 6
16/03/2025;NT00318;NIT0000000011;Apple;COP;8/08/2024;FAC-6;PED-4361;$ 45.000.000;Pagada;Tecnologia;Electronica;Responsable 6
7/12/2022;NT00319;NIT0000000012;Intel;COP;17/12/2022;FAC-6;PED-4362;$ 32.000.000;Pagada;Tecnologia;Electronica;Responsable 6
23/09/2024;NT00320;NIT0000000013;General Mills;COP;19/04/2025;FAC-6;PED-4363;$ 6.500.000;Pagada;Alimentación;Electronica;Responsable 6
29/01/2023;NT00321;NIT0000000014;Unilever;COP;18/11/2022;FAC-6;PED-4364;$ 8.200.000;Pagada;Alimentación;Electronica;Responsable 6
15/07/2025;NT00322;NIT0000000015;Dunkin Donuts;COP;10/02/2024;FAC-6;PED-4365;$ 35.000.000;Pagada;Consultoría;Electronica;Responsable 6
6/09/2023;NT00323;NIT0000000017;Aramark;COP;26/05/2025;FAC-6;PED-4367;$ 12.000.000;Pagada;Servicios Públicos;Electronica;Responsable 6
24/04/2023;NT00324;NIT0000000018;E.ON;COP;14/06/2022;FAC-6;PED-4368;$ 18.000.000;Pagada;Energía;Electronica;Responsable 6
2/04/2024;NT00325;NIT0000000020;Iberdrola;COP;4/03/2022;FAC-6;PED-4370;$ 17.500.000;Pagada;Energía;Electronica;Responsable 6
11/10/2024;NT00326;NIT0000000021;Engie;COP;26/02/2022;FAC-6;PED-4371;$ 22.000.000;Pagada;Energía;Electronica;Responsable 6
9/10/2024;NT00327;NIT0000000023;TCS;COP;25/06/2022;FAC-6;PED-4373;$ 120.000.000;Pagada;Servicios;Electronica;Responsable 6
29/01/2023;NT00328;NIT0000000024;PepsiCo;COP;22/06/2023;FAC-6;PED-4374;$ 7.000.000;Pagada;Alimentación;Electronica;Responsable 6
3/01/2024;NT00329;NIT0000000025;PwC;COP;20/11/2024;FAC-6;PED-4375;$ 28.000.000;Pagada;Servicios;Electronica;Responsable 6
18/12/2023;NT00330;NIT0000000027;Duke Energy;COP;14/10/2024;FAC-6;PED-4377;$ 21.500.000;Pagada;Energía;Electronica;Responsable 6
11/08/2025;NT00331;NIT0000000028;McKinsey;COP;27/12/2025;FAC-6;PED-4378;$ 150.000.000;Pagada;Servicios;Electronica;Responsable 6
25/11/2022;NT00332;NIT0000000029;Danone;COP;11/09/2024;FAC-6;PED-4379;$ 5.800.000;Pagada;Alimentación;Electronica;Responsable 6
9/08/2024;NT00333;NIT0000000030;Facebook;COP;24/09/2022;FAC-6;PED-4380;$ 5.000.000;Pagada;Tecnologia;Electronica;Responsable 6
26/07/2024;NT00334;NIT0000000031;Microsoft;COP;25/11/2024;FAC-6;PED-4381;$ 54.000.000;Pagada;Tecnologia;Electronica;Responsable 6
29/06/2023;NT00335;NIT0000000032;Enel;COP;3/05/2024;FAC-6;PED-4382;$ 20.000.000;Pagada;Energía;Electronica;Responsable 6
29/10/2024;NT00336;NIT0000000033;Coca-Cola;COP;7/04/2025;FAC-6;PED-4383;$ 18.000.000;Pagada;Alimentación;Electronica;Responsable 6
11/06/2024;NT00337;NIT0000000035;Kellogg;COP;9/01/2024;FAC-6;PED-4385;$ 18.900.000;Pagada;Alimentación;Electronica;Responsable 6
20/07/2023;NT00338;NIT0000000036;Southern Company;COP;11/05/2024;FAC-6;PED-4386;$ 19.800.000;Pagada;Energía;Electronica;Responsable 6
4/10/2023;NT00339;NIT0000000037;Kraft Heinz;COP;9/08/2022;FAC-6;PED-4387;$ 9.000.000;Pagada;Alimentación;Electronica;Responsable 6
11/01/2025;NT00340;NIT0000000038;G4S;COP;31/10/2023;FAC-6;PED-4388;$ 8.500.000;Pagada;Servicios Públicos;Electronica;Responsable 6
21/01/2023;NT00341;NIT0000000040;RWE;COP;22/01/2025;FAC-6;PED-4390;$ 19.000.000;Pagada;Energía;Electronica;Responsable 6
13/03/2025;NT00342;NIT0000000041;Juan Valdez;COP;19/01/2024;FAC-6;PED-4391;$ 4.200.000;Pagada;Consultoría;Electronica;Responsable 6
5/12/2022;NT00343;NIT0000000042;Compass Group;COP;1/02/2024;FAC-6;PED-4392;$ 10.500.000;Pagada;Servicios Públicos;Electronica;Responsable 6
12/08/2023;NT00344;NIT0000000043;Serco;COP;8/03/2022;FAC-6;PED-4393;$ 9.000.000;Pagada;Servicios Públicos;Electronica;Responsable 6
14/05/2023;NT00345;NIT0000000045;NextEra Energy;COP;23/03/2022;FAC-6;PED-4395;$ 23.000.000;Pagada;Energía;Electronica;Responsable 6
25/03/2022;NT00346;NIT0000000046;Exelon;COP;31/01/2024;FAC-6;PED-4396;$ 18.700.000;Pagada;Energía;Electronica;Responsable 6
12/07/2023;NT00347;NIT0000000047;EDF;COP;20/03/2023;FAC-6;PED-4397;$ 19.200.000;Pagada;Energía;Electronica;Responsable 6
